name	cpu_time	wall_time	tot_en	cutoff
Urea	13.82	14.22	-91.15170672	45
Urea	14.94	15.37	-91.26635318	50
Urea	17.32	17.78	-91.32555434	55
Urea	20.35	20.85	-91.35468414	60
Urea	24.27	24.81	-91.36859676	65
Urea	25.17	25.71	-91.37424348	70
Urea	28.0	28.72	-91.37625910	75
Urea	29.0	29.67	-91.37689998	80
Urea	30.59	31.27	-91.37703787	85
Urea	35.51	36.34	-91.37706469	90
Urea	36.43	37.27	-91.37708416	95
Vynil_bromide	4.72	4.88	-58.77353989	30
Vynil_bromide	6.16	6.35	-58.88488480	35
Vynil_bromide	7.98	8.29	-58.94844064	40
Vynil_bromide	12.19	12.56	-58.98648465	45
Vynil_bromide	13.25	13.64	-59.01154849	50
Vynil_bromide	13.6	13.95	-59.02565377	55
Vynil_bromide	18.25	18.77	-59.03327698	60
Vynil_bromide	26.27	26.92	-59.03734106	65
Vynil_bromide	25.4	26.04	-59.03927157	70
Vynil_bromide	29.16	30.06	-59.04011445	75
Vynil_bromide	26.44	27.13	-59.04046486	80
Vynil_bromide	34.69	35.56	-59.04057636	85
Vynil_bromide	34.5	35.43	-59.04060597	90
Vynil_bromide	43.46	44.59	-59.04061316	95
Vynil_iodide	5.1	5.28	-53.16097844	30
Vynil_iodide	6.44	6.62	-53.26814619	35
Vynil_iodide	10.25	10.55	-53.33097964	40
Vynil_iodide	14.36	14.74	-53.36973527	45
Vynil_iodide	15.05	15.6	-53.39604224	50
Vynil_iodide	17.5	17.95	-53.41107827	55
Vynil_iodide	16.88	17.34	-53.41921200	60
Vynil_iodide	23.8	24.51	-53.42349724	65
Vynil_iodide	30.95	31.63	-53.42548436	70
Vynil_iodide	34.92	35.93	-53.42634201	75
Vynil_iodide	30.96	31.75	-53.42671115	80
Vynil_iodide	36.72	37.62	-53.42684332	85
Vynil_iodide	37.97	38.93	-53.42688774	90
Vynil_iodide	37.72	38.67	-53.42690172	95
Ethoxy_ethane	6.4	6.6	-91.98322205	30
Ethoxy_ethane	9.1	9.36	-92.41777071	35
Ethoxy_ethane	10.47	10.72	-92.69473162	40
Ethoxy_ethane	15.33	15.68	-92.85823643	45
Ethoxy_ethane	16.56	16.98	-92.95789173	50
Ethoxy_ethane	19.34	19.75	-93.01065411	55
Ethoxy_ethane	21.46	21.89	-93.03800335	60
Ethoxy_ethane	29.93	30.56	-93.05224274	65
Ethoxy_ethane	31.6	32.15	-93.05872948	70
Ethoxy_ethane	36.65	37.38	-93.06136801	75
Ethoxy_ethane	36.78	37.59	-93.06235494	80
Ethoxy_ethane	40.71	41.53	-93.06262313	85
Ethoxy_ethane	43.7	44.54	-93.06268024	90
Ethoxy_ethane	45.84	46.73	-93.06269582	95
Aniline	7.27	7.52	-100.17497831	30
Aniline	9.3	9.52	-100.60370045	35
Aniline	12.74	13.0	-100.87738782	40
Aniline	18.61	18.99	-101.04312255	45
Aniline	20.09	20.59	-101.14568340	50
Aniline	21.61	22.13	-101.19970492	55
Aniline	25.97	26.48	-101.22717459	60
Aniline	34.69	35.28	-101.24129697	65
Aniline	35.84	36.46	-101.24806884	70
Aniline	43.82	44.61	-101.25107163	75
Aniline	46.13	47.03	-101.25228710	80
Aniline	42.42	43.27	-101.25263995	85
Aniline	53.3	54.29	-101.25272328	90
Aniline	58.58	59.55	-101.25274382	95
Cyclooctatetraene	8.17	8.38	-104.56576667	30
Cyclooctatetraene	10.05	10.25	-104.97306380	35
Cyclooctatetraene	14.11	14.4	-105.22525768	40
Cyclooctatetraene	20.18	20.61	-105.38052300	45
Cyclooctatetraene	20.09	20.54	-105.48012748	50
Cyclooctatetraene	23.39	23.92	-105.53409423	55
Cyclooctatetraene	25.13	25.62	-105.56244164	60
Cyclooctatetraene	38.3	38.92	-105.57772169	65
Cyclooctatetraene	41.75	42.44	-105.58526245	70
Cyclooctatetraene	42.97	43.8	-105.58861733	75
Cyclooctatetraene	47.23	48.0	-105.58999982	80
Cyclooctatetraene	54.29	55.16	-105.59042713	85
Cyclooctatetraene	55.45	56.42	-105.59053287	90
Cyclooctatetraene	50.9	51.77	-105.59055179	95
Carbon_monoxide	5.21	5.44	-44.32855350	30
Carbon_monoxide	7.08	7.38	-44.58319102	35
Carbon_monoxide	9.47	9.85	-44.73807610	40
Carbon_monoxide	17.03	17.68	-44.83060187	45
Carbon_monoxide	18.07	18.76	-44.88896509	50
Carbon_monoxide	16.77	17.35	-44.91929078	55
Carbon_monoxide	24.49	25.24	-44.93410434	60
Carbon_monoxide	25.94	26.82	-44.94113952	65
Carbon_monoxide	30.91	31.65	-44.94399494	70
Carbon_monoxide	29.74	30.77	-44.94505056	75
Carbon_monoxide	40.13	41.54	-44.94542392	80
Carbon_monoxide	27.14	28.15	-44.94552185	85
Carbon_monoxide	39.37	40.57	-44.94554497	90
Carbon_monoxide	40.99	42.25	-44.94554967	95
Ethanol	4.58	4.73	-63.41341843	30
Ethanol	5.76	6.0	-63.75436416	35
Ethanol	7.69	7.98	-63.96516431	40
Ethanol	11.05	11.42	-64.08789987	45
Ethanol	12.01	12.41	-64.16203388	50
Ethanol	12.88	13.28	-64.20073432	55
Ethanol	15.08	15.62	-64.22054295	60
Ethanol	19.69	20.25	-64.23067751	65
Ethanol	21.43	22.06	-64.23518991	70
Ethanol	22.89	23.55	-64.23695986	75
Ethanol	24.92	25.58	-64.23759161	80
Ethanol	26.06	26.64	-64.23775483	85
Ethanol	30.22	30.96	-64.23779318	90
Ethanol	29.76	30.52	-64.23780371	95
Formic_Acid	5.0	5.18	-79.29654093	30
Formic_Acid	6.4	6.68	-79.80414078	35
Formic_Acid	8.07	8.37	-80.10952550	40
Formic_Acid	12.48	12.83	-80.28822083	45
Formic_Acid	15.21	15.67	-80.39742861	50
Formic_Acid	15.85	16.28	-80.45429585	55
Formic_Acid	17.34	17.8	-80.48239008	60
Formic_Acid	25.5	26.24	-80.49579903	65
Formic_Acid	25.16	25.85	-80.50124911	70
Formic_Acid	32.95	34.01	-80.50320833	75
Formic_Acid	30.11	30.92	-80.50385825	80
Formic_Acid	31.99	32.76	-80.50401755	85
Formic_Acid	39.74	40.68	-80.50404434	90
Formic_Acid	41.35	42.38	-80.50405479	95
Thymine	10.42	10.71	-172.64812556	30
Thymine	13.98	14.28	-173.58847059	35
Thymine	18.82	19.19	-174.17128271	40
Thymine	24.13	24.65	-174.51454579	45
Thymine	32.12	32.7	-174.72508903	50
Thymine	29.76	30.21	-174.83523578	55
Thymine	33.9	34.43	-174.89018072	60
Thymine	50.14	51.01	-174.91682558	65
Thymine	54.35	55.17	-174.92827813	70
Thymine	57.94	59.01	-174.93267908	75
Thymine	60.14	61.11	-174.93422786	80
Thymine	68.63	69.76	-174.93462057	85
Thymine	73.93	75.08	-174.93470302	90
Thymine	83.83	85.11	-174.93473311	95
Uracil	8.96	9.14	-158.34668537	30
Uracil	12.1	12.33	-159.23493698	35
Uracil	16.39	16.7	-159.78479425	40
Uracil	25.59	26.11	-160.10841064	45
Uracil	28.79	29.37	-160.30610215	50
Uracil	31.2	31.88	-160.41004754	55
Uracil	36.95	37.67	-160.46111802	60
Uracil	51.57	52.57	-160.48570341	65
Uracil	49.77	50.57	-160.49609878	70
Uracil	54.77	55.78	-160.50003217	75
Uracil	61.04	62.12	-160.50140788	80
Uracil	57.21	58.15	-160.50175189	85
Uracil	70.03999999999999	71.16	-160.50182358	90
Uracil	73.03999999999999	74.22	-160.50185082	95
Methanol	3.66	3.82	-49.11713934	30
Methanol	4.84	5.02	-49.40467740	35
Methanol	6.48	6.69	-49.58209976	40
Methanol	9.08	9.35	-49.68625635	45
Methanol	10.61	11.05	-49.74926080	50
Methanol	11.18	11.59	-49.78159103	55
Methanol	12.85	13.25	-49.79766247	60
Methanol	17.24	17.73	-49.80559213	65
Methanol	17.7	18.17	-49.80902483	70
Methanol	19.85	20.58	-49.81033296	75
Methanol	20.71	21.36	-49.81078603	80
Methanol	21.52	22.14	-49.81089846	85
Methanol	24.81	25.55	-49.81091977	90
Methanol	25.76	26.53	-49.81092776	95
Cytosine	9.11	9.31	-147.44535341	30
Cytosine	12.4	12.63	-148.23494363	35
Cytosine	16.93	17.28	-148.72386170	40
Cytosine	21.71	22.18	-149.01476369	45
Cytosine	29.05	29.73	-149.19255536	50
Cytosine	27.48	27.98	-149.28567641	55
Cytosine	29.25	29.83	-149.33113029	60
Cytosine	41.23	41.92	-149.35294576	65
Cytosine	45.15	45.87	-149.36223477	70
Cytosine	47.53	48.48	-149.36580619	75
Cytosine	50.81	51.61	-149.36706839	80
Cytosine	52.61	53.4	-149.36738048	85
Cytosine	61.88	62.88	-149.36744643	90
Cytosine	63.52	64.56	-149.36747533	95
Benzene	5.95	6.14	-78.54850000	30
Benzene	7.6	7.79	-78.84454802	35
Benzene	10.13	10.36	-79.03567787	40
Benzene	15.49	15.9	-79.15390135	45
Benzene	15.1	15.5	-79.22897379	50
Benzene	16.67	17.11	-79.26969526	55
Benzene	18.64	19.12	-79.29063038	60
Benzene	27.93	28.52	-79.30168853	65
Benzene	30.07	30.62	-79.30717884	70
Benzene	34.33	35.14	-79.30972237	75
Benzene	33.87	34.55	-79.31080780	80
Benzene	37.69	38.49	-79.31114219	85
Benzene	41.81	42.63	-79.31122125	90
Benzene	43.1	43.93	-79.31123475	95
Adenine	10.65	10.87	-167.72563913	30
Adenine	16.35	16.57	-168.56536399	35
Adenine	17.88	18.19	-169.09665912	40
Adenine	26.6	27.04	-169.42033928	45
Adenine	30.99	31.54	-169.61988117	50
Adenine	34.23	34.79	-169.72194476	55
Adenine	40.39	41.11	-169.77077950	60
Adenine	51.84	52.61	-169.79403205	65
Adenine	51.13	51.92	-169.80406581	70
Adenine	57.99	58.96	-169.80802184	75
Adenine	64.88	65.85	-169.80942830	80
Adenine	67.99	68.81	-169.80977359	85
Adenine	77.53999999999999	78.69	-169.80984540	90
Adenine	88.85	90.22	-169.80988115	95
Guanine	13.63	13.9	-200.26077418	30
Guanine	19.48	19.77	-201.33159379	35
Guanine	24.99	25.46	-202.00176911	40
Guanine	33.15	33.61	-202.40232323	45
Guanine	35.17	35.84	-202.64725605	50
Guanine	41.25	41.78	-202.77284098	55
Guanine	46.47	47.27	-202.83369085	60
Guanine	70.93	71.71000000000001	-202.86277953	65
Guanine	66.97	67.86	-202.87516246	70
Guanine	75.38	76.56	-202.87990912	75
Guanine	82.08	83.06	-202.88154678	80
Guanine	94.56	95.67	-202.88193701	85
Guanine	105.7	106.96000000000001	-202.88201699	90
Guanine	110.61	112.18	-202.88205723	95
Methane	3.62	3.83	-16.65805398	30
Methane	4.07	4.26	-16.72110428	35
Methane	5.59	5.86	-16.75633102	40
Methane	6.89	7.2	-16.77715931	45
Methane	7.1	7.43	-16.79114753	50
Methane	8.86	9.26	-16.79928631	55
Methane	9.62	9.99	-16.80386120	60
Methane	12.86	13.43	-16.80632003	65
Methane	16.37	17.02	-16.80749381	70
Methane	17.8	18.43	-16.80798621	75
Methane	16.84	17.61	-16.80818209	80
Methane	20.57	21.42	-16.80823940	85
Methane	22.8	23.62	-16.80825347	90
Methane	19.81	20.56	-16.80825796	95
Ethane	3.62	3.76	-30.93685120	30
Ethane	4.63	4.81	-31.05562045	35
Ethane	6.19	6.43	-31.12529420	40
Ethane	8.94	9.28	-31.16597248	45
Ethane	10.32	10.77	-31.19183738	50
Ethane	10.6	11.0	-31.20690899	55
Ethane	10.7	11.07	-31.21538568	60
Ethane	18.19	18.72	-31.22006294	65
Ethane	17.96	18.47	-31.22227159	70
Ethane	20.63	21.39	-31.22320816	75
Ethane	22.82	23.66	-31.22357697	80
Ethane	22.69	23.36	-31.22368452	85
Ethane	26.87	27.68	-31.22371088	90
Ethane	28.04	28.86	-31.22371824	95
Ethylene	2.97	3.14	-28.49191293	30
Ethylene	3.79	3.96	-28.60181454	35
Ethylene	5.07	5.3	-28.66603569	40
Ethylene	7.35	7.66	-28.70512253	45
Ethylene	7.89	8.23	-28.73101424	50
Ethylene	8.81	9.14	-28.74565025	55
Ethylene	9.52	9.89	-28.75359574	60
Ethylene	13.89	14.46	-28.75782997	65
Ethylene	13.95	14.43	-28.75983751	70
Ethylene	15.43	16.03	-28.76070591	75
Ethylene	16.93	17.68	-28.76106162	80
Ethylene	17.44	18.05	-28.76117265	85
Ethylene	20.24	21.0	-28.76120083	90
Ethylene	21.31	22.01	-28.76120717	95
Acetylene	3.36	3.5	-25.99734662	30
Acetylene	4.41	4.62	-26.11002740	35
Acetylene	8.33	8.62	-26.17408419	40
Acetylene	8.36	8.72	-26.21025124	45
Acetylene	9.35	9.77	-26.23383816	50
Acetylene	9.07	9.46	-26.24742248	55
Acetylene	12.69	13.17	-26.25500693	60
Acetylene	17.65	18.38	-26.25917953	65
Acetylene	17.06	17.63	-26.26113583	70
Acetylene	15.99	16.55	-26.26198194	75
Acetylene	18.86	19.57	-26.26232333	80
Acetylene	17.87	18.59	-26.26242715	85
Acetylene	22.37	23.16	-26.26245419	90
Acetylene	24.04	24.9	-26.26245943	95
Hydrogen_cyanide	4.49	4.7	-33.44212496	30
Hydrogen_cyanide	6.43	6.69	-33.62778386	35
Hydrogen_cyanide	7.81	8.13	-33.73539268	40
Hydrogen_cyanide	12.22	12.63	-33.79494503	45
Hydrogen_cyanide	12.56	13.1	-33.83125154	50
Hydrogen_cyanide	18.92	19.56	-33.85070038	55
Hydrogen_cyanide	19.99	20.57	-33.86077985	60
Hydrogen_cyanide	24.02	24.98	-33.86590769	65
Hydrogen_cyanide	22.61	23.46	-33.86808654	70
Hydrogen_cyanide	36.66	38.14	-33.86890597	75
Hydrogen_cyanide	30.8	31.98	-33.86918010	80
Hydrogen_cyanide	36.15	37.48	-33.86924506	85
Hydrogen_cyanide	40.67	41.96	-33.86925952	90
Hydrogen_cyanide	36.3	37.44	-33.86926657	95
Propane	4.05	4.16	-45.21718823	30
Propane	4.82	4.98	-45.39299138	35
Propane	6.46	6.66	-45.49831128	40
Propane	10.0	10.31	-45.55869520	45
Propane	10.33	10.66	-45.59667554	50
Propane	10.56	10.87	-45.61846061	55
Propane	12.63	13.02	-45.63077241	60
Propane	17.6	18.09	-45.63765379	65
Propane	19.72	20.23	-45.64095893	70
Propane	20.93	21.61	-45.64235743	75
Propane	21.83	22.45	-45.64290105	80
Propane	24.39	24.94	-45.64305939	85
Propane	26.9	27.58	-45.64309831	90
Propane	27.17	27.88	-45.64310871	95
Krypton	1.81	1.9	-41.84380772	30
Krypton	2.35	2.48	-41.85701021	35
Krypton	2.43	2.54	-41.86120048	40
Krypton	2.93	3.13	-41.86232481	45
Krypton	4.52	4.74	-41.86257025	50
Krypton	3.9	4.12	-41.86259155	55
Krypton	3.92	4.13	-41.86259428	60
Krypton	6.62	6.95	-41.86260571	65
Krypton	6.84	7.14	-41.86261835	70
Krypton	6.36	6.69	-41.86262544	75
Krypton	7.32	7.66	-41.86262770	80
Krypton	8.53	8.9	-41.86262810	85
Krypton	8.82	9.24	-41.86262939	90
Krypton	9.14	9.58	-41.86263256	95
Neon	1.48	1.6	-65.88181723	30
Neon	1.91	2.03	-66.35420347	35
Neon	2.56	2.71	-66.57355391	40
Neon	3.2	3.38	-66.66315088	45
Neon	3.57	3.79	-66.69777672	50
Neon	3.73	3.93	-66.70761003	55
Neon	3.8	4.02	-66.70982360	60
Neon	5.17	5.43	-66.71015282	65
Neon	4.83	5.08	-66.71016876	70
Neon	5.63	5.91	-66.71017129	75
Neon	6.47	6.83	-66.71018610	80
Neon	7.48	7.88	-66.71019216	85
Neon	8.69	9.08	-66.71019211	90
Neon	8.94	9.35	-66.71019646	95
Argon	1.66	1.79	-45.13071886	30
Argon	2.7	2.88	-45.15726617	35
Argon	3.16	3.3	-45.16917777	40
Argon	4.01	4.26	-45.17412084	45
Argon	4.11	4.31	-45.17616610	50
Argon	4.36	4.6	-45.17683371	55
Argon	6.45	6.75	-45.17702226	60
Argon	7.52	7.9	-45.17706525	65
Argon	8.63	8.96	-45.17707100	70
Argon	7.48	7.85	-45.17707139	75
Argon	6.91	7.27	-45.17707190	80
Argon	8.17	8.54	-45.17707248	85
Argon	10.18	10.62	-45.17707274	90
Argon	9.6	10.1	-45.17707280	95
Helium	9999.0	9999.0	0	30
Helium	9999.0	9999.0	0	35
Helium	9999.0	9999.0	0	40
Helium	9999.0	9999.0	0	45
Helium	9999.0	9999.0	0	50
Helium	9999.0	9999.0	0	55
Helium	9999.0	9999.0	0	60
Helium	9999.0	9999.0	0	65
Helium	9999.0	9999.0	0	70
Helium	9999.0	9999.0	0	75
Helium	9999.0	9999.0	0	80
Helium	9999.0	9999.0	0	85
Helium	9999.0	9999.0	0	90
Helium	9999.0	9999.0	0	95
Xenon	1.74	1.85	-37.50476349	30
Xenon	2.04	2.14	-37.50518156	35
Xenon	2.72	2.82	-37.50523456	40
Xenon	3.62	3.82	-37.50549605	45
Xenon	3.68	3.89	-37.50598474	50
Xenon	4.27	4.5	-37.50643133	55
Xenon	4.44	4.61	-37.50670321	60
Xenon	5.91	6.17	-37.50682264	65
Xenon	6.9	7.2	-37.50685242	70
Xenon	7.09	7.45	-37.50685736	75
Xenon	7.32	7.76	-37.50686511	80
Xenon	7.7	8.05	-37.50687654	85
Xenon	8.84	9.27	-37.50688626	90
Xenon	10.2	10.66	-37.50689092	95
Sulfer_dioxide	4.9	5.05	-87.03579759	30
Sulfer_dioxide	7.57	7.82	-87.49315696	35
Sulfer_dioxide	9.9	10.18	-87.76821736	40
Sulfer_dioxide	13.85	14.28	-87.92709924	45
Sulfer_dioxide	15.26	15.7	-88.02420561	50
Sulfer_dioxide	15.54	15.98	-88.07387004	55
Sulfer_dioxide	17.36	17.91	-88.09767021	60
Sulfer_dioxide	26.52	27.15	-88.10888628	65
Sulfer_dioxide	26.46	27.11	-88.11344673	70
Sulfer_dioxide	28.92	29.84	-88.11504666	75
Sulfer_dioxide	33.0	33.82	-88.11553754	80
Sulfer_dioxide	29.32	30.07	-88.11564607	85
Sulfer_dioxide	36.43	37.39	-88.11565798	90
Sulfer_dioxide	37.6	38.48	-88.11567004	95
Vynil_chloride	5.01	5.16	-60.12467272	30
Vynil_chloride	6.88	7.12	-60.24099473	35
Vynil_chloride	8.06	8.31	-60.30805072	40
Vynil_chloride	12.37	12.71	-60.34756672	45
Vynil_chloride	14.13	14.62	-60.37309619	50
Vynil_chloride	16.25	16.68	-60.38742107	55
Vynil_chloride	16.47	16.98	-60.39505675	60
Vynil_chloride	23.98	24.62	-60.39913468	65
Vynil_chloride	25.03	25.59	-60.40106996	70
Vynil_chloride	28.87	29.74	-60.40191240	75
Vynil_chloride	32.25	33.08	-60.40226401	80
Vynil_chloride	27.39	28.07	-60.40237560	85
Vynil_chloride	32.78	33.66	-60.40240542	90
Vynil_chloride	34.72	35.75	-60.40241230	95
Vynil_fluoride	4.51	4.69	-75.54861409	30
Vynil_fluoride	5.88	6.1	-76.09537111	35
Vynil_fluoride	9.18	9.44	-76.43450762	40
Vynil_fluoride	11.8	12.14	-76.63536686	45
Vynil_fluoride	12.7	13.18	-76.75755024	50
Vynil_fluoride	13.53	13.97	-76.81956474	55
Vynil_fluoride	14.7	15.12	-76.84900463	60
Vynil_fluoride	20.13	20.65	-76.86250090	65
Vynil_fluoride	20.13	20.65	-76.86787888	70
Vynil_fluoride	23.5	24.19	-76.86979580	75
Vynil_fluoride	24.56	25.28	-76.87041506	80
Vynil_fluoride	25.78	26.54	-76.87055879	85
Vynil_fluoride	29.58	30.51	-76.87058972	90
Vynil_fluoride	29.16	30.01	-76.87060352	95
Acetaldehyde	4.81	4.98	-61.03778370	30
Acetaldehyde	5.67	5.87	-61.37253272	35
Acetaldehyde	8.23	8.57	-61.57125917	40
Acetaldehyde	11.8	12.18	-61.68678222	45
Acetaldehyde	12.95	13.35	-61.75908135	50
Acetaldehyde	14.18	14.65	-61.79836969	55
Acetaldehyde	16.26	16.72	-61.81854878	60
Acetaldehyde	21.52	22.06	-61.82855283	65
Acetaldehyde	22.79	23.36	-61.83283783	70
Acetaldehyde	25.46	26.34	-61.83447103	75
Acetaldehyde	28.43	29.23	-61.83504883	80
Acetaldehyde	26.74	27.48	-61.83520109	85
Acetaldehyde	32.1	32.99	-61.83523640	90
Acetaldehyde	33.57	34.48	-61.83524590	95
Carbon_disulfide	5.1	5.35	-55.99768077	30
Carbon_disulfide	6.04	6.25	-56.05137936	35
Carbon_disulfide	13.82	14.31	-56.08227712	40
Carbon_disulfide	14.68	15.16	-56.10020149	45
Carbon_disulfide	18.7	19.32	-56.11132520	50
Carbon_disulfide	16.05	16.57	-56.11740575	55
Carbon_disulfide	22.96	23.65	-56.12068776	60
Carbon_disulfide	22.86	23.49	-56.12246275	65
Carbon_disulfide	26.44	27.21	-56.12332052	70
Carbon_disulfide	31.16	32.41	-56.12370273	75
Carbon_disulfide	30.9	31.84	-56.12386613	80
Carbon_disulfide	32.11	33.11	-56.12392017	85
Carbon_disulfide	43.85	45.04	-56.12393634	90
Carbon_disulfide	44.82	46.1	-56.12394144	95
Cyclopropane	3.86	4.01	-42.75674624	30
Cyclopropane	5.19	5.37	-42.92868361	35
Cyclopropane	7.52	7.78	-43.03399540	40
Cyclopropane	8.96	9.32	-43.09352694	45
Cyclopropane	12.14	12.59	-43.13000494	50
Cyclopropane	12.7	13.02	-43.15054177	55
Cyclopropane	14.24	14.72	-43.16220439	60
Cyclopropane	18.85	19.4	-43.16879684	65
Cyclopropane	21.7	22.29	-43.17203062	70
Cyclopropane	25.26	26.01	-43.17342359	75
Cyclopropane	24.58	25.31	-43.17397078	80
Cyclopropane	24.4	25.06	-43.17412804	85
Cyclopropane	31.35	32.17	-43.17416624	90
Cyclopropane	30.97	31.85	-43.17417531	95
Carbon_tetrafluoride	4.75	4.93	-204.93867999	30
Carbon_tetrafluoride	8.28	8.47	-206.73170961	35
Carbon_tetrafluoride	9.08	9.32	-207.85731151	40
Carbon_tetrafluoride	17.33	17.77	-208.53240239	45
Carbon_tetrafluoride	22.33	22.88	-208.93416197	50
Carbon_tetrafluoride	22.06	22.58	-209.12815928	55
Carbon_tetrafluoride	25.32	25.94	-209.21724500	60
Carbon_tetrafluoride	28.77	29.51	-209.25709313	65
Carbon_tetrafluoride	28.35	28.97	-209.27188748	70
Carbon_tetrafluoride	32.31	33.04	-209.27648078	75
Carbon_tetrafluoride	39.33	40.29	-209.27765404	80
Carbon_tetrafluoride	37.14	37.98	-209.27782833	85
Carbon_tetrafluoride	45.34	46.28	-209.27785307	90
Carbon_tetrafluoride	45.55	46.51	-209.27788842	95
Iodine	3.25	3.44	-51.73914867	30
Iodine	4.01	4.18	-51.74058495	35
Iodine	5.67	5.9	-51.74095562	40
Iodine	7.38	7.65	-51.74238284	45
Iodine	9.23	9.55	-51.74470734	50
Iodine	8.76	9.03	-51.74665511	55
Iodine	10.38	10.82	-51.74776691	60
Iodine	15.19	15.75	-51.74823153	65
Iodine	15.79	16.38	-51.74834615	70
Iodine	16.01	16.71	-51.74836471	75
Iodine	19.29	20.05	-51.74838823	80
Iodine	17.35	18.01	-51.74842124	85
Iodine	21.83	22.57	-51.74844761	90
Iodine	22.13	22.91	-51.74846072	95
Lithium_hydride	2.32	2.47	-15.16756461	30
Lithium_hydride	2.87	3.04	-15.31963842	35
Lithium_hydride	3.61	3.79	-15.39695514	40
Lithium_hydride	4.5	4.75	-15.43367355	45
Lithium_hydride	6.81	7.2	-15.45164886	50
Lithium_hydride	6.62	6.88	-15.45894567	55
Lithium_hydride	7.88	8.32	-15.46171340	60
Lithium_hydride	9.88	10.35	-15.46269938	65
Lithium_hydride	11.42	11.88	-15.46298184	70
Lithium_hydride	12.9	13.49	-15.46304474	75
Lithium_hydride	12.61	13.28	-15.46305554	80
Lithium_hydride	13.46	14.0	-15.46305815	85
Lithium_hydride	14.78	15.44	-15.46306097	90
Lithium_hydride	15.23	15.9	-15.46306343	95
Hydrogen_chloride	2.35	2.51	-34.00341216	30
Hydrogen_chloride	3.59	3.79	-34.01607290	35
Hydrogen_chloride	4.66	4.87	-34.02133013	40
Hydrogen_chloride	6.72	7.02	-34.02352141	45
Hydrogen_chloride	6.69	7.01	-34.02461821	50
Hydrogen_chloride	7.19	7.46	-34.02512018	55
Hydrogen_chloride	8.65	9.07	-34.02535810	60
Hydrogen_chloride	10.84	11.24	-34.02547457	65
Hydrogen_chloride	11.34	11.8	-34.02552529	70
Hydrogen_chloride	13.23	13.77	-34.02554604	75
Hydrogen_chloride	13.52	14.22	-34.02555514	80
Hydrogen_chloride	14.18	14.79	-34.02555910	85
Hydrogen_chloride	14.6	15.15	-34.02556138	90
Hydrogen_chloride	16.73	17.42	-34.02556312	95
Sodium_chloride	3.16	3.32	-121.62890702	30
Sodium_chloride	4.48	4.7	-122.83221555	35
Sodium_chloride	5.27	5.5	-123.54171266	40
Sodium_chloride	7.78	8.07	-123.93408663	45
Sodium_chloride	8.43	8.84	-124.15713452	50
Sodium_chloride	9.74	10.11	-124.26237516	55
Sodium_chloride	10.84	11.27	-124.30865980	60
Sodium_chloride	14.97	15.54	-124.32795597	65
Sodium_chloride	15.61	16.14	-124.33462306	70
Sodium_chloride	16.57	17.14	-124.33650205	75
Sodium_chloride	17.13	17.84	-124.33692272	80
Sodium_chloride	20.48	21.17	-124.33696910	85
Sodium_chloride	23.69	24.46	-124.33697004	90
Sodium_chloride	24.58	25.33	-124.33697982	95
Hydrogen_fluoride	2.66	2.85	-49.41336317	30
Hydrogen_fluoride	3.01	3.14	-49.87873436	35
Hydrogen_fluoride	4.54	4.75	-50.16318489	40
Hydrogen_fluoride	6.47	6.79	-50.32590605	45
Hydrogen_fluoride	6.5	6.83	-50.42194360	50
Hydrogen_fluoride	6.83	7.19	-50.46930563	55
Hydrogen_fluoride	7.52	7.88	-50.49117956	60
Hydrogen_fluoride	9.11	9.54	-50.50084411	65
Hydrogen_fluoride	10.18	10.59	-50.50442815	70
Hydrogen_fluoride	11.77	12.32	-50.50554310	75
Hydrogen_fluoride	12.15	12.74	-50.50581927	80
Hydrogen_fluoride	12.61	13.25	-50.50585578	85
Hydrogen_fluoride	14.54	15.18	-50.50586112	90
Hydrogen_fluoride	14.97	15.61	-50.50587100	95
Amonia	3.49	3.68	-23.99985245	30
Amonia	5.78	6.04	-24.14212160	35
Amonia	5.59	5.84	-24.22407040	40
Amonia	8.4	8.81	-24.26959596	45
Amonia	8.84	9.27	-24.29667339	50
Amonia	9.72	10.1	-24.31071537	55
Amonia	10.02	10.42	-24.31773044	60
Amonia	14.09	14.71	-24.32112806	65
Amonia	12.6	13.12	-24.32251870	70
Amonia	15.28	16.02	-24.32299684	75
Amonia	18.84	19.66	-24.32313097	80
Amonia	19.55	20.31	-24.32315229	85
Amonia	23.29	24.18	-24.32315648	90
Amonia	21.43	22.27	-24.32316430	95
Potassium_hydride	3.89	4.11	-61.06688437	30
Potassium_hydride	4.96	5.15	-61.12200933	35
Potassium_hydride	6.93	7.18	-61.15071493	40
Potassium_hydride	9.45	9.86	-61.16494407	45
Potassium_hydride	11.73	12.3	-61.17223090	50
Potassium_hydride	11.56	11.98	-61.17530195	55
Potassium_hydride	11.02	11.49	-61.17650805	60
Potassium_hydride	16.45	17.09	-61.17695191	65
Potassium_hydride	20.02	20.68	-61.17708579	70
Potassium_hydride	22.01	22.81	-61.17711917	75
Potassium_hydride	21.67	22.45	-61.17712787	80
Potassium_hydride	21.26	22.09	-61.17713169	85
Potassium_hydride	23.41	24.22	-61.17713449	90
Potassium_hydride	25.07	25.84	-61.17713657	95
Hydrogen_peroxide	3.29	3.4	-67.14995278	30
Hydrogen_peroxide	4.12	4.31	-67.62001504	35
Hydrogen_peroxide	6.01	6.21	-67.90967657	40
Hydrogen_peroxide	8.6	8.96	-68.07580182	45
